unit_price,customer_phone,category,order_id,product_name,source_file,unit_cost,order_date,profit,discount_pct,quantity,total_price
39.36991256405445,39777,US,7874,How Music Works,retailhive_10k.csv,23.62194753843267,2019-03-06,,,5,196.84956282027227
36.25655217236662,49425,Asia,7875,Penny Maybe,retailhive_10k.csv,21.75393130341997,2019-01-16,,,4,145.02620868946647
30.24782041247966,38305,Europe,7876,Penny Maybe,retailhive_10k.csv,18.148692247487794,2020-11-29,,,4,120.99128164991863
53.2516353505039,18923,Europe,7877,Private Paris (Private #10),retailhive_10k.csv,31.95098121030234,2020-08-03,,,5,266.2581767525195
50.63593400872911,23076,Europe,7878,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",retailhive_10k.csv,30.381560405237465,2025-05-24,,,4,202.54373603491644
47.10974777754374,31295,Europe,7879,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),retailhive_10k.csv,28.265848666526242,2019-09-24,,,2,94.21949555508748
64.38565518097792,36677,US,7880,Tipping the Velvet,retailhive_10k.csv,38.63139310858675,2020-10-25,,,1,64.38565518097792
64.20906730025314,42832,Asia,7881,The Murder That Never Was (Forensic Instincts #5),retailhive_10k.csv,38.525440380151885,2019-04-26,,,1,64.20906730025314
21.436654959944065,42314,Asia,7882,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",retailhive_10k.csv,12.861992975966439,2023-10-25,,,2,42.87330991988813
57.94114021334592,19408,Europe,7883,orange: The Complete Collection 1 (orange: The Complete Collection #1),retailhive_10k.csv,34.76468412800755,2023-03-06,,,5,289.7057010667296
47.949145678775366,26260,Europe,7884,The Natural History of Us (The Fine Art of Pretending #2),retailhive_10k.csv,28.76948740726522,2023-10-02,,,1,47.949145678775366
36.26453644815972,20539,US,7885,Penny Maybe,retailhive_10k.csv,21.75872186889583,2022-09-10,,,2,72.52907289631943
50.78184530719796,47115,Europe,7886,Slow States of Collapse: Poems,retailhive_10k.csv,30.469107184318776,2022-02-06,,,1,50.78184530719796
14.439396131615892,28610,US,7887,Thirst,retailhive_10k.csv,8.663637678969534,2021-08-30,,,4,57.75758452646357
13.171707901801756,19795,US,7888,In Her Wake,retailhive_10k.csv,7.903024741081054,2022-12-03,,,3,39.51512370540527
42.21293720481495,33451,Asia,7889,Mesaerion: The Best Science Fiction Stories 1800-1849,retailhive_10k.csv,25.32776232288897,2025-08-02,,,2,84.4258744096299
28.04077890408321,31173,Europe,7890,You can't bury them all: Poems,retailhive_10k.csv,16.824467342449925,2021-10-13,,,3,84.12233671224965
44.15953657666032,44846,Europe,7891,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",retailhive_10k.csv,26.49572194599619,2025-12-14,,,4,176.63814630664126
46.02161558608008,30929,Asia,7892,The Natural History of Us (The Fine Art of Pretending #2),retailhive_10k.csv,27.612969351648047,2024-04-06,,,2,92.04323117216016
15.507154384144208,29783,Asia,7893,The Four Agreements: A Practical Guide to Personal Freedom,retailhive_10k.csv,9.304292630486524,2021-09-06,,,3,46.521463152432624
27.67753652586764,49226,Asia,7894,You can't bury them all: Poems,retailhive_10k.csv,16.606521915520585,2020-01-22,,,4,110.71014610347056
59.48358819022538,13733,Europe,7895,"We Love You, Charlie Freeman",retailhive_10k.csv,35.690152914135226,2020-02-07,,,1,59.48358819022538
19.133745901233272,45830,US,7896,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,retailhive_10k.csv,11.480247540739963,2022-09-11,,,5,95.66872950616636
48.32904632085459,14238,US,7897,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",retailhive_10k.csv,28.997427792512752,2019-03-18,,,5,241.6452316042729
41.54750010528231,30367,US,7898,The Nameless City (The Nameless City #1),retailhive_10k.csv,24.928500063169384,2023-07-24,,,1,41.54750010528231
9.599963128560814,40930,Europe,7899,Patience,retailhive_10k.csv,5.759977877136488,2021-12-19,,,4,38.39985251424326
31.741458444974047,18471,Europe,7900,My Paris Kitchen: Recipes and Stories,retailhive_10k.csv,19.044875066984428,2025-01-18,,,4,126.9658337798962
11.572569885190084,41127,US,7901,On a Midnight Clear,retailhive_10k.csv,6.9435419311140505,2021-12-16,,,2,23.14513977038017
34.06519269857238,36274,Asia,7902,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,retailhive_10k.csv,20.43911561914343,2024-03-26,,,4,136.26077079428953
37.71224593666298,41572,Europe,7903,Penny Maybe,retailhive_10k.csv,22.627347561997787,2021-06-26,,,4,150.84898374665192
18.28188996829556,43773,Europe,7904,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,retailhive_10k.csv,10.969133980977334,2020-02-17,,,1,18.28188996829556
20.161642545893308,26076,Asia,7905,The Requiem Red,retailhive_10k.csv,12.096985527535985,2019-01-13,,,5,100.80821272946652
25.17032228459651,21229,Asia,7906,Olio,retailhive_10k.csv,15.102193370757904,2021-03-07,,,1,25.17032228459651
30.40891834606906,12206,Asia,7907,Black Dust,retailhive_10k.csv,18.245351007641435,2022-11-07,,,2,60.81783669213812
33.53523510543789,10316,Europe,7908,Mesaerion: The Best Science Fiction Stories 1800-1849,retailhive_10k.csv,20.121141063262733,2022-02-20,,,3,100.60570531631367
47.46280284197216,37960,US,7909,The Secret of Dreadwillow Carse,retailhive_10k.csv,28.477681705183297,2019-02-06,,,3,142.38840852591647
12.747979013637009,42314,Europe,7910,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",retailhive_10k.csv,7.648787408182205,2024-07-15,,,5,63.73989506818504
18.680221753777563,24615,US,7911,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,11.208133052266538,2020-01-27,,,1,18.680221753777563
17.85399704769982,14953,Asia,7912,Sophie's World,retailhive_10k.csv,10.712398228619891,2022-08-02,,,2,35.70799409539964
62.32027912212397,32706,Asia,7913,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),retailhive_10k.csv,37.392167473274384,2025-11-18,,,4,249.28111648849588
18.54273588297085,17827,Asia,7914,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,retailhive_10k.csv,11.12564152978251,2020-09-18,,,4,74.1709435318834
41.330742713550194,41270,US,7915,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,24.798445628130114,2022-04-01,,,4,165.32297085420078
37.3162034231859,34454,Asia,7916,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,retailhive_10k.csv,22.389722053911537,2019-01-04,,,3,111.94861026955768
19.56103987745658,31755,Asia,7917,The Requiem Red,retailhive_10k.csv,11.736623926473948,2024-10-19,,,1,19.56103987745658
20.618973646094563,17177,Asia,7918,Reskilling America: Learning to Labor in the Twenty-First Century,retailhive_10k.csv,12.371384187656737,2021-11-11,,,5,103.0948682304728
35.31934973970578,22337,Europe,7919,When We Collided,retailhive_10k.csv,21.191609843823468,2021-08-27,,,4,141.2773989588231
32.72312631335624,44573,Europe,7920,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",retailhive_10k.csv,19.633875788013743,2019-12-07,,,3,98.16937894006873
17.871101731405695,35428,US,7921,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),retailhive_10k.csv,10.722661038843416,2024-06-04,,,4,71.48440692562278
16.334760301948474,41176,US,7922,Obsidian (Lux #1),retailhive_10k.csv,9.800856181169085,2024-02-09,,,1,16.334760301948474
13.164764899076491,19456,Asia,7923,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,7.898858939445894,2024-05-09,,,3,39.49429469722948
22.60581040386164,19272,Asia,7924,"Saga, Volume 6 (Saga (Collected Editions) #6)",retailhive_10k.csv,13.563486242316984,2023-08-31,,,3,67.8174312115849
51.50697887210635,36206,US,7925,Sharp Objects,retailhive_10k.csv,30.90418732326381,2022-10-25,,,1,51.50697887210635
61.97125377238997,38426,US,7926,The Past Never Ends,retailhive_10k.csv,37.18275226343398,2022-11-03,,,2,123.94250754477994
63.26230513561011,35354,US,7927,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),retailhive_10k.csv,37.95738308136607,2019-07-11,,,1,63.26230513561011
39.73799229967632,43123,US,7928,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",retailhive_10k.csv,23.842795379805793,2025-08-02,,,3,119.21397689902896
53.49653708230539,39926,Asia,7929,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",retailhive_10k.csv,32.09792224938323,2020-06-17,,,4,213.98614832922155
40.03206032480468,12986,US,7930,The Nameless City (The Nameless City #1),retailhive_10k.csv,24.019236194882808,2023-04-09,,,3,120.09618097441404
37.95768967429757,35830,Asia,7931,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,retailhive_10k.csv,22.77461380457854,2022-10-17,,,1,37.95768967429757
32.50429583933217,20248,Europe,7932,When We Collided,retailhive_10k.csv,19.5025775035993,2019-12-21,,,2,65.00859167866435
31.51873451837464,39815,Europe,7933,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",retailhive_10k.csv,18.91124071102478,2022-06-04,,,4,126.07493807349856
12.88004085126971,32341,Europe,7934,In Her Wake,retailhive_10k.csv,7.728024510761825,2025-10-11,,,1,12.88004085126971
37.97758855364523,17628,Europe,7935,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,retailhive_10k.csv,22.786553132187134,2020-09-01,,,5,189.8879427682261
53.9866437190522,38596,Asia,7936,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,32.39198623143132,2024-02-19,,,5,269.933218595261
47.97665232901045,25723,Europe,7937,The Death of Humanity: and the Case for Life,retailhive_10k.csv,28.785991397406267,2023-05-07,,,4,191.9066093160418
8.498106108344382,40388,Asia,7938,Patience,retailhive_10k.csv,5.098863665006629,2023-10-17,,,4,33.99242443337753
16.890627812512225,47492,US,7939,This One Summer,retailhive_10k.csv,10.134376687507334,2024-07-22,,,3,50.67188343753668
48.18126129648076,27893,Asia,7940,A Light in the Attic,retailhive_10k.csv,28.908756777888456,2019-10-08,,,5,240.9063064824038
24.556983440826503,47541,US,7941,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,retailhive_10k.csv,14.734190064495902,2020-04-27,,,5,122.78491720413253
30.5914240950385,31144,Asia,7942,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,retailhive_10k.csv,18.3548544570231,2019-07-09,,,3,91.7742722851155
41.40037863442952,26579,US,7943,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,24.840227180657713,2021-12-02,,,3,124.20113590328856
62.76949025002474,22632,Europe,7944,Slow States of Collapse: Poems,retailhive_10k.csv,37.66169415001484,2019-10-15,,,1,62.76949025002474
20.699068521893796,41124,Europe,7945,The Four Agreements: A Practical Guide to Personal Freedom,retailhive_10k.csv,12.419441113136278,2022-04-17,,,2,41.39813704378759
41.88476068044889,30545,US,7946,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,25.130856408269334,2019-05-03,,,3,125.65428204134668
25.726499470923876,26589,Asia,7947,"Saga, Volume 6 (Saga (Collected Editions) #6)",retailhive_10k.csv,15.435899682554325,2021-11-16,,,4,102.90599788369548
48.27383387357734,43955,Europe,7948,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",retailhive_10k.csv,28.9643003241464,2025-03-08,,,3,144.82150162073202
55.84320212431336,39880,Asia,7949,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",retailhive_10k.csv,33.50592127458801,2021-07-12,,,3,167.5296063729401
57.44092353208944,29332,Europe,7950,Masks and Shadows,retailhive_10k.csv,34.46455411925366,2019-09-19,,,4,229.76369412835777
12.16287740815944,30989,Europe,7951,In Her Wake,retailhive_10k.csv,7.297726444895664,2025-11-13,,,4,48.65150963263776
58.65139593174784,10316,Asia,7952,"Saga, Volume 5 (Saga (Collected Editions) #5)",retailhive_10k.csv,35.1908375590487,2023-11-13,,,2,117.30279186349568
35.064352270305534,37097,Europe,7953,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",retailhive_10k.csv,21.03861136218332,2020-01-09,,,2,70.12870454061107
27.61849933116569,35676,US,7954,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",retailhive_10k.csv,16.571099598699412,2020-10-15,,,4,110.47399732466278
12.431607381806565,31997,Asia,7955,Obsidian (Lux #1),retailhive_10k.csv,7.458964429083938,2023-04-11,,,2,24.86321476361313
51.77609434694817,41176,US,7956,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),retailhive_10k.csv,31.0656566081689,2020-05-15,,,5,258.88047173474087
33.73196426544972,13132,Asia,7957,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,retailhive_10k.csv,20.23917855926983,2019-10-07,,,2,67.46392853089944
61.38078599778127,20568,US,7958,The Past Never Ends,retailhive_10k.csv,36.828471598668756,2025-04-03,,,5,306.9039299889063
34.52361366495002,22138,Asia,7959,You can't bury them all: Poems,retailhive_10k.csv,20.71416819897001,2025-05-10,,,2,69.04722732990004
31.11323120418529,43924,Asia,7960,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,retailhive_10k.csv,18.667938722511174,2020-12-08,,,3,93.33969361255586
25.25352423406514,32255,US,7961,In the Country We Love: My Family Divided,retailhive_10k.csv,15.152114540439083,2022-04-24,,,4,101.01409693626056
31.64181267861145,30802,Europe,7962,Mesaerion: The Best Science Fiction Stories 1800-1849,retailhive_10k.csv,18.98508760716687,2019-08-24,,,3,94.92543803583436
16.422975070580268,46348,US,7963,Set Me Free,retailhive_10k.csv,9.85378504234816,2022-03-25,,,5,82.11487535290134
18.682332112633425,33366,Europe,7964,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",retailhive_10k.csv,11.209399267580055,2019-04-21,,,3,56.04699633790028
14.979379989175658,20532,US,7965,On a Midnight Clear,retailhive_10k.csv,8.987627993505395,2024-10-11,,,2,29.95875997835132
35.28740072844246,46924,Asia,7966,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,retailhive_10k.csv,21.17244043706547,2024-05-03,,,4,141.14960291376983
50.2032288264061,34149,US,7967,Behind Closed Doors,retailhive_10k.csv,30.121937295843658,2023-12-27,,,2,100.4064576528122
24.14639020696669,26131,Europe,7968,Shakespeare's Sonnets,retailhive_10k.csv,14.487834124180013,2019-04-03,,,2,48.29278041393337
28.550095494208424,16082,Europe,7969,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",retailhive_10k.csv,17.130057296525052,2025-09-06,,,1,28.550095494208424
43.42326124959284,32793,US,7970,"We Love You, Charlie Freeman",retailhive_10k.csv,26.053956749755702,2023-06-05,,,3,130.26978374877854
13.84346195757631,41582,Europe,7971,Princess Between Worlds (Wide-Awake Princess #5),retailhive_10k.csv,8.306077174545786,2021-06-10,,,4,55.37384783030524
20.451353742686077,28322,Europe,7972,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),retailhive_10k.csv,12.270812245611646,2019-09-26,,,2,40.90270748537215
31.965946422900657,41289,US,7973,Black Dust,retailhive_10k.csv,19.179567853740394,2020-10-23,,,3,95.89783926870196
34.27215640981932,42137,Asia,7974,The Gutsy Girl: Escapades for Your Life of Epic Adventure,retailhive_10k.csv,20.56329384589159,2022-11-24,,,3,102.81646922945797
61.42801498505066,39290,Europe,7975,The Death of Humanity: and the Case for Life,retailhive_10k.csv,36.85680899103039,2019-08-15,,,4,245.71205994020264
51.47005665449729,24650,Europe,7976,Private Paris (Private #10),retailhive_10k.csv,30.882033992698375,2021-01-16,,,5,257.3502832724865
54.01684688460644,32496,Europe,7977,Behind Closed Doors,retailhive_10k.csv,32.41010813076386,2023-01-31,,,2,108.03369376921287
29.11941045266976,20418,Asia,7978,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,retailhive_10k.csv,17.471646271601855,2021-08-27,,,3,87.35823135800928
19.6436787772057,11427,Europe,7979,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",retailhive_10k.csv,11.78620726632342,2020-02-14,,,5,98.21839388602852
21.353103288443705,48797,Europe,7980,"Saga, Volume 6 (Saga (Collected Editions) #6)",retailhive_10k.csv,12.811861973066224,2023-03-17,,,5,106.76551644221853
58.0673490020945,18199,Europe,7981,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,34.8404094012567,2023-06-11,,,4,232.269396008378
17.000699442648283,24612,Europe,7982,Sophie's World,retailhive_10k.csv,10.200419665588969,2022-12-03,,,4,68.00279777059313
9.748453951569877,47505,Europe,7983,Patience,retailhive_10k.csv,5.849072370941926,2022-05-06,,,1,9.748453951569877
41.703894931434114,28817,Europe,7984,A Light in the Attic,retailhive_10k.csv,25.022336958860468,2023-08-26,,,3,125.11168479430232
58.24390934419068,19216,Asia,7985,The Secret of Dreadwillow Carse,retailhive_10k.csv,34.946345606514406,2025-01-16,,,5,291.21954672095336
22.21816597831972,45722,Asia,7986,Chase Me (Paris Nights #2),retailhive_10k.csv,13.330899586991832,2020-12-14,,,4,88.87266391327887
49.61656455755393,29706,Asia,7987,Soumission,retailhive_10k.csv,29.769938734532357,2021-11-02,,,1,49.61656455755393
12.182542521147676,36007,US,7988,In Her Wake,retailhive_10k.csv,7.309525512688605,2022-08-20,,,3,36.54762756344303
13.519504747863005,11448,US,7989,Obsidian (Lux #1),retailhive_10k.csv,8.111702848717803,2020-11-14,,,1,13.519504747863005
19.401241091696072,22044,Europe,7990,Shakespeare's Sonnets,retailhive_10k.csv,11.640744655017643,2020-09-01,,,5,97.00620545848037
32.55225445193943,31291,Europe,7991,The Bear and the Piano,retailhive_10k.csv,19.53135267116366,2021-02-22,,,3,97.6567633558183
17.1114045982137,27021,US,7992,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,10.266842758928219,2019-06-06,,,1,17.1114045982137
48.01578204732575,46129,Asia,7993,The Murder That Never Was (Forensic Instincts #5),retailhive_10k.csv,28.80946922839545,2020-03-29,,,2,96.0315640946515
45.5063068848539,20294,US,7994,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,27.303784130912337,2021-12-08,,,5,227.5315344242695
44.062325082328826,11415,Asia,7995,Aladdin and His Wonderful Lamp,retailhive_10k.csv,26.437395049397296,2020-05-27,,,4,176.2493003293153
17.601617902926492,21992,US,7996,Thirst,retailhive_10k.csv,10.560970741755895,2019-03-22,,,4,70.40647161170597
55.082800509807655,11760,US,7997,Private Paris (Private #10),retailhive_10k.csv,33.04968030588459,2020-09-11,,,5,275.4140025490383
55.87180108475937,41863,US,7998,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",retailhive_10k.csv,33.52308065085562,2022-09-10,,,1,55.87180108475937
22.076595029510568,10247,Europe,7999,Chase Me (Paris Nights #2),retailhive_10k.csv,13.24595701770634,2025-09-21,,,4,88.30638011804227
10.219291006873409,44061,US,8000,Patience,retailhive_10k.csv,6.131574604124045,2024-07-30,,,1,10.219291006873409
44.07009576856768,25798,Asia,8001,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),retailhive_10k.csv,26.44205746114061,2020-10-12,,,4,176.28038307427073
41.12307639393643,39167,Europe,8002,Soul Reader,retailhive_10k.csv,24.673845836361856,2023-09-26,,,2,82.24615278787286
54.18331650652063,34436,Europe,8003,The Electric Pencil: Drawings from Inside State Hospital No. 3,retailhive_10k.csv,32.50998990391238,2020-06-16,,,2,108.36663301304128
59.16940958664706,10496,US,8004,Behind Closed Doors,retailhive_10k.csv,35.501645751988235,2024-12-22,,,5,295.84704793323533
48.15776029722412,14113,US,8005,orange: The Complete Collection 1 (orange: The Complete Collection #1),retailhive_10k.csv,28.894656178334472,2019-12-26,,,5,240.78880148612055
13.436076177304852,41344,Asia,8006,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,8.06164570638291,2022-09-24,,,1,13.436076177304852
47.82184896755695,17905,Asia,8007,Birdsong: A Story in Pictures,retailhive_10k.csv,28.69310938053417,2023-08-25,,,2,95.6436979351139
10.210387879838844,26169,US,8008,Patience,retailhive_10k.csv,6.126232727903306,2021-05-09,,,5,51.05193939919423
20.712165002941216,43702,US,8009,The Elephant Tree,retailhive_10k.csv,12.427299001764728,2020-02-05,,,2,41.42433000588243
17.22705022607538,30379,Asia,8010,The Four Agreements: A Practical Guide to Personal Freedom,retailhive_10k.csv,10.336230135645229,2025-08-12,,,4,68.90820090430152
54.45978637901582,45421,Europe,8011,The Past Never Ends,retailhive_10k.csv,32.67587182740949,2021-02-13,,,2,108.91957275803163
48.190582901512855,15380,Europe,8012,The Black Maria,retailhive_10k.csv,28.91434974090771,2021-09-21,,,5,240.9529145075643
49.252325065683074,40369,Asia,8013,It's Only the Himalayas,retailhive_10k.csv,29.551395039409844,2022-03-01,,,2,98.50465013136616
18.27951820322489,46432,Europe,8014,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,10.967710921934932,2019-03-18,,,2,36.559036406449785
53.45021530007947,27618,US,8015,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,32.07012918004768,2021-06-23,,,5,267.25107650039735
17.47768877831695,34590,Europe,8016,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,10.486613266990169,2024-05-31,,,2,34.9553775566339
19.32419370134484,38167,Europe,8017,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),retailhive_10k.csv,11.594516220806904,2021-07-16,,,5,96.6209685067242
16.662209853764708,44932,Asia,8018,Sophie's World,retailhive_10k.csv,9.997325912258825,2019-01-02,,,2,33.324419707529415
41.3741042844536,24815,Asia,8019,The Art Forger,retailhive_10k.csv,24.82446257067216,2022-02-26,,,3,124.12231285336078
42.81504677030331,13611,Asia,8020,Without Borders (Wanderlove #1),retailhive_10k.csv,25.689028062181986,2021-12-03,,,5,214.07523385151651
13.480780096051117,32588,Europe,8021,On a Midnight Clear,retailhive_10k.csv,8.088468057630669,2021-08-10,,,4,53.92312038420447
30.96731799045352,20234,Europe,8022,The Dirty Little Secrets of Getting Your Dream Job,retailhive_10k.csv,18.580390794272112,2024-10-09,,,1,30.96731799045352
57.454615274727104,23286,US,8023,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,34.47276916483626,2022-12-15,,,1,57.454615274727104
20.045839593710586,32794,US,8024,Set Me Free,retailhive_10k.csv,12.02750375622635,2019-05-28,,,5,100.22919796855292
21.7093697183256,25139,Asia,8025,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,retailhive_10k.csv,13.02562183099536,2020-05-13,,,2,43.4187394366512
31.456410222306683,48935,US,8026,Black Dust,retailhive_10k.csv,18.87384613338401,2023-11-26,,,3,94.36923066692005
33.21211827707597,15129,US,8027,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,19.927270966245583,2019-08-13,,,5,166.0605913853799
20.027635882542945,47030,Asia,8028,Unicorn Tracks,retailhive_10k.csv,12.016581529525768,2021-02-12,,,1,20.027635882542945
45.81493062145487,30378,US,8029,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,27.488958372872922,2023-02-10,,,1,45.81493062145487
32.48199818982072,30465,Asia,8030,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",retailhive_10k.csv,19.489198913892434,2024-04-06,,,2,64.96399637964144
48.653694756405166,23768,US,8031,Aladdin and His Wonderful Lamp,retailhive_10k.csv,29.1922168538431,2023-03-30,,,5,243.26847378202584
56.5469765427075,21672,US,8032,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",retailhive_10k.csv,33.9281859256245,2020-05-14,,,2,113.093953085415
46.031350142381406,36721,Europe,8033,Soul Reader,retailhive_10k.csv,27.618810085428844,2022-09-01,,,4,184.1254005695256
15.041267693265198,19959,US,8034,Set Me Free,retailhive_10k.csv,9.024760615959119,2023-04-07,,,4,60.16507077306079
20.343056607770016,44267,Asia,8035,The Torch Is Passed: A Harding Family Story,retailhive_10k.csv,12.205833964662009,2019-04-05,,,2,40.68611321554003
41.95439863147758,33463,Asia,8036,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,25.17263917888655,2023-08-09,,,4,167.81759452591032
28.23067563929145,46049,Asia,8037,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,retailhive_10k.csv,16.93840538357487,2022-01-07,,,3,84.69202691787436
27.067933371485143,21201,Europe,8038,The Requiem Red,retailhive_10k.csv,16.240760022891084,2023-02-19,,,4,108.27173348594056
38.34955936883129,35318,Europe,8039,The Dirty Little Secrets of Getting Your Dream Job,retailhive_10k.csv,23.00973562129877,2023-06-18,,,2,76.69911873766257
59.12297022147356,26277,US,8040,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",retailhive_10k.csv,35.47378213288413,2020-07-26,,,5,295.61485110736777
50.94613834040245,23900,Asia,8041,"Saga, Volume 5 (Saga (Collected Editions) #5)",retailhive_10k.csv,30.567683004241466,2023-03-09,,,1,50.94613834040245
18.733906540193143,39196,US,8042,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",retailhive_10k.csv,11.240343924115885,2025-06-24,,,3,56.20171962057943
19.95961455051617,48418,Asia,8043,"In a Dark, Dark Wood",retailhive_10k.csv,11.975768730309703,2022-01-04,,,2,39.91922910103235
61.81968257046902,30256,US,8044,The Death of Humanity: and the Case for Life,retailhive_10k.csv,37.09180954228141,2024-06-21,,,4,247.27873028187608
24.55193390978765,44926,Europe,8045,The Requiem Red,retailhive_10k.csv,14.731160345872588,2020-12-02,,,3,73.65580172936293
19.45730986342983,39432,Asia,8046,Olio,retailhive_10k.csv,11.674385918057899,2024-10-11,,,5,97.28654931714917
50.08941493583016,43660,Asia,8047,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),retailhive_10k.csv,30.053648961498098,2025-02-24,,,3,150.26824480749048
20.159391481572605,13047,Asia,8048,Reskilling America: Learning to Labor in the Twenty-First Century,retailhive_10k.csv,12.095634888943563,2021-09-05,,,5,100.79695740786303
13.867538412480336,29805,Asia,8049,Sophie's World,retailhive_10k.csv,8.320523047488201,2023-11-18,,,2,27.73507682496067
21.264096443197595,30512,US,8050,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,12.758457865918556,2023-11-09,,,1,21.264096443197595
